date,open,high,low,close,Volume BTC
2021-01-05 08:00:00+00:00,30820.66,31551.02,30820.66,31200.34,498.89089195
2021-01-05 09:00:00+00:00,31201.91,31810.0,31198.13,31573.13,331.16022358
2021-01-05 10:00:00+00:00,31588.59,31698.84,31126.65,31353.33,338.75464227
2021-01-05 11:00:00+00:00,31376.63,31817.0,31306.17,31810.58,389.58399928
2021-01-05 12:00:00+00:00,31820.0,32093.94,31609.42,31636.17,558.83683562
2021-01-05 13:00:00+00:00,31639.12,31939.12,31479.42,31498.0,377.06438883
2021-01-05 14:00:00+00:00,31551.66,32424.15,31153.24,32375.62,634.48344959
2021-01-05 15:00:00+00:00,32418.59,32440.98,31977.47,32156.58,520.25167755
2021-01-05 16:00:00+00:00,32169.78,32749.89,31830.89,32535.26,626.22760285
2021-01-05 17:00:00+00:00,32552.44,32899.8,32324.47,32828.65,535.56309709
2021-01-05 18:00:00+00:00,32825.82,33518.77,32737.97,33467.68,870.30372752
2021-01-05 19:00:00+00:00,33499.99,34297.31,33220.0,33809.17,1232.65428174
2021-01-05 20:00:00+00:00,33791.11,34131.68,33468.46,34085.71,1064.2796525
2021-01-05 21:00:00+00:00,34053.06,34100.0,33589.1,33801.24,559.82099363
2021-01-05 22:00:00+00:00,33820.36,34500.0,33812.68,34290.52,523.7387872
2021-01-05 23:00:00+00:00,34317.84,34396.9,33791.11,34039.05,586.59939937
2021-01-06 00:00:00+00:00,34081.24,34198.8,33348.27,33976.41,753.43940413
2021-01-06 01:00:00+00:00,33993.73,34068.43,33580.69,33864.14,488.31807267
2021-01-06 02:00:00+00:00,33887.37,34194.87,33863.94,33965.72,549.93882966
2021-01-06 03:00:00+00:00,33965.86,34239.84,33750.0,34222.39,303.04718397
2021-01-06 04:00:00+00:00,34209.27,35879.35,34202.12,35458.5,1594.36836088
2021-01-06 05:00:00+00:00,35488.64,35707.64,34652.95,35124.2,872.40041317
2021-01-06 06:00:00+00:00,35099.92,35366.69,34907.82,35282.56,457.01392962
2021-01-06 07:00:00+00:00,35259.06,35400.0,34487.11,34808.72,495.41244692
2021-01-06 08:00:00+00:00,34792.26,35054.29,34081.47,34671.73,1115.23654295
2021-01-06 09:00:00+00:00,34674.45,34674.45,33710.16,34000.0,949.18190105
2021-01-06 10:00:00+00:00,33993.24,34652.95,33934.61,34534.83,554.44024266
2021-01-06 11:00:00+00:00,34521.22,35366.69,34446.26,35040.81,840.03516356
2021-01-06 12:00:00+00:00,35040.81,35178.21,34537.64,35024.11,531.42663409
2021-01-06 13:00:00+00:00,35037.65,35183.92,34227.67,34666.86,758.72808724
2021-01-06 14:00:00+00:00,34662.63,34736.16,34174.11,34344.66,762.27539337
2021-01-06 15:00:00+00:00,34321.72,34911.55,34269.52,34664.93,764.06916385
2021-01-06 16:00:00+00:00,34672.69,35155.25,34457.16,34697.24,935.78401676
2021-01-06 17:00:00+00:00,34700.0,35195.57,34645.7,35021.84,541.70169786
2021-01-06 18:00:00+00:00,35050.97,35366.69,35049.47,35347.64,549.85426843
2021-01-06 19:00:00+00:00,35347.63,35850.0,34781.73,34933.57,1131.41973383
2021-01-06 20:00:00+00:00,34971.34,36355.81,34341.0,36112.62,1969.51784823
2021-01-06 21:00:00+00:00,36150.0,36574.47,35750.49,35960.19,1072.6621042
2021-01-06 22:00:00+00:00,35951.65,36475.74,35773.95,36094.96,434.7105841
2021-01-06 23:00:00+00:00,36070.74,37050.83,36054.17,36849.94,794.30586652
2021-01-07 00:00:00+00:00,36875.96,37400.0,36493.37,37247.77,1519.87423095
2021-01-07 01:00:00+00:00,37250.0,37320.45,36745.36,36968.82,632.0209969
2021-01-07 02:00:00+00:00,36993.86,37175.42,36530.63,37069.12,504.71983405
2021-01-07 03:00:00+00:00,37049.11,37785.04,37045.44,37560.18,447.4075563
2021-01-07 04:00:00+00:00,37560.25,37687.65,37193.73,37571.2,410.92051751
2021-01-07 05:00:00+00:00,37597.36,37800.0,37283.05,37495.55,342.95197517
2021-01-07 06:00:00+00:00,37495.54,37603.73,36850.11,37245.07,387.84511063
2021-01-07 07:00:00+00:00,37257.79,37380.69,36778.98,36909.9,624.19239576
2021-01-07 08:00:00+00:00,36903.35,37392.0,36327.5,37246.71,1014.45243827
2021-01-07 09:00:00+00:00,37247.31,37549.51,36940.0,37549.51,525.25708177
2021-01-07 10:00:00+00:00,37530.22,37543.6,36992.6,37090.65,363.04042475
2021-01-07 11:00:00+00:00,37106.89,37988.7,37106.89,37891.04,535.7307167
2021-01-07 12:00:00+00:00,37891.04,38188.12,37589.46,38025.0,818.96064822
2021-01-07 13:00:00+00:00,38025.0,38510.06,37986.18,38218.96,1155.96422109
2021-01-07 14:00:00+00:00,38226.33,38655.0,38160.45,38504.46,970.75651749
2021-01-07 15:00:00+00:00,38524.9,39000.0,38142.38,39000.0,792.13903117
2021-01-07 16:00:00+00:00,39000.0,39631.44,38961.82,39142.17,1600.22972923
2021-01-07 17:00:00+00:00,39142.17,39825.18,39118.65,39801.01,1051.84338586
2021-01-07 18:00:00+00:00,39802.8,40402.46,36388.0,38938.35,4559.26827587
2021-01-07 19:00:00+00:00,38907.54,39253.4,37488.0,39100.0,1769.44189298
2021-01-07 20:00:00+00:00,39100.0,39224.87,38400.0,39148.66,833.97591896
2021-01-07 21:00:00+00:00,39136.14,39950.0,39079.37,39724.25,999.60439541
2021-01-07 22:00:00+00:00,39723.53,39995.51,39201.0,39719.25,539.12691743
2021-01-07 23:00:00+00:00,39700.11,39734.32,38602.54,39510.49,702.53699616
2021-01-08 00:00:00+00:00,39510.59,39754.82,38850.0,38850.0,404.18869943
2021-01-08 01:00:00+00:00,38868.36,39068.28,37868.87,38697.92,772.922305
2021-01-08 02:00:00+00:00,38726.08,38726.08,36618.36,37207.69,1557.77122554
2021-01-08 03:00:00+00:00,37193.73,38510.06,37106.73,38419.28,532.04441388
2021-01-08 04:00:00+00:00,38395.66,38960.0,38231.49,38735.8,398.16064586
2021-01-08 05:00:00+00:00,38742.54,38742.54,37926.28,37988.78,290.59517021
2021-01-08 06:00:00+00:00,37990.71,38695.24,37575.0,38575.17,355.45076822
2021-01-08 07:00:00+00:00,38585.63,39151.0,38303.6,38978.56,454.74837419
2021-01-08 08:00:00+00:00,38952.09,39028.05,38443.55,38666.89,340.92119896
2021-01-08 09:00:00+00:00,38693.37,39397.62,38269.7,39397.62,752.75438259
2021-01-08 10:00:00+00:00,39396.22,41095.51,39263.08,40727.52,1829.81361926
2021-01-08 11:00:00+00:00,40758.24,41530.0,40475.7,41337.96,1146.04805866
2021-01-08 12:00:00+00:00,41335.89,41802.84,40938.98,41356.37,862.0552924
2021-01-08 13:00:00+00:00,41375.19,41682.11,40745.64,41381.23,876.30144171
2021-01-08 14:00:00+00:00,41354.61,41670.4,40987.89,41522.56,1033.59669861
2021-01-08 15:00:00+00:00,41506.24,42000.0,39840.0,40901.27,2422.14734365
2021-01-08 16:00:00+00:00,40923.24,41661.05,40402.46,41360.0,892.90840272
2021-01-08 17:00:00+00:00,41386.95,41600.0,40907.88,41044.03,420.3043526
2021-01-08 18:00:00+00:00,41025.85,41197.37,39825.18,39948.98,1350.51616647
2021-01-08 19:00:00+00:00,39938.32,40694.23,39938.32,40376.7,520.397129
2021-01-08 20:00:00+00:00,40349.01,40499.48,38927.97,39084.66,1797.78832067
2021-01-08 21:00:00+00:00,39069.35,40085.21,38677.22,40030.48,1389.20143507
2021-01-08 22:00:00+00:00,40030.48,40800.0,39772.33,40715.0,813.81208299
2021-01-08 23:00:00+00:00,40715.0,40988.11,40486.07,40667.07,969.50421464
2021-01-09 00:00:00+00:00,40682.76,41008.81,40024.08,40342.33,453.12723712
2021-01-09 01:00:00+00:00,40312.32,40345.14,39727.92,40211.87,583.9034476
2021-01-09 02:00:00+00:00,40220.0,40588.7,39500.0,39995.73,869.06177852
2021-01-09 03:00:00+00:00,39985.5,40396.4,39726.7,40252.21,216.80236787
2021-01-09 04:00:00+00:00,40252.21,40510.58,39867.48,40243.86,204.47127365
2021-01-09 05:00:00+00:00,40224.06,40224.06,39200.0,39350.0,311.57868661
2021-01-09 06:00:00+00:00,39317.27,39673.95,38927.97,39003.37,391.92111369
2021-01-09 07:00:00+00:00,39020.0,39729.77,38788.16,39651.56,296.88863277
2021-01-09 08:00:00+00:00,39680.32,40354.04,39342.18,40227.47,598.20779226
2021-01-09 09:00:00+00:00,40239.11,40825.59,40230.61,40350.8,365.59336096
2021-01-09 10:00:00+00:00,40368.4,40800.0,40160.92,40404.4,225.99200998
2021-01-09 11:00:00+00:00,40426.47,41270.66,40305.67,40625.26,506.47484005
2021-01-09 12:00:00+00:00,40625.26,40963.37,40433.96,40915.36,300.20350584
2021-01-09 13:00:00+00:00,40915.37,41284.11,40765.99,41133.44,288.09384761
2021-01-09 14:00:00+00:00,41135.85,41422.77,40779.61,40874.45,365.71693069
2021-01-09 15:00:00+00:00,40898.39,41024.0,40305.67,40631.81,364.67600925
2021-01-09 16:00:00+00:00,40623.29,40714.01,39969.71,40085.09,270.36000376
2021-01-09 17:00:00+00:00,40114.83,40664.4,40089.08,40516.01,207.47246847
2021-01-09 18:00:00+00:00,40516.01,40899.9,40515.09,40728.95,237.79783588
2021-01-09 19:00:00+00:00,40731.16,40968.13,40548.08,40741.9,339.51574677
2021-01-09 20:00:00+00:00,40747.46,40869.57,40147.24,40741.03,373.61630677
2021-01-09 21:00:00+00:00,40743.06,40889.92,40600.81,40829.89,247.44358316
2021-01-09 22:00:00+00:00,40860.17,40889.92,40293.84,40446.6,186.07746913
2021-01-09 23:00:00+00:00,40447.25,40585.05,40100.0,40239.06,330.85106431
2021-01-10 00:00:00+00:00,40239.06,40840.0,40239.06,40688.47,306.2681154
2021-01-10 01:00:00+00:00,40696.92,41450.0,40558.63,41236.06,362.18247422
2021-01-10 02:00:00+00:00,41236.06,41236.65,40950.53,41070.91,188.47736716
2021-01-10 03:00:00+00:00,41070.91,41110.78,40402.46,40480.51,233.32496456
2021-01-10 04:00:00+00:00,40443.36,40732.88,40151.8,40476.71,437.44687194
2021-01-10 05:00:00+00:00,40450.26,40743.06,40380.51,40558.71,138.90765759
2021-01-10 06:00:00+00:00,40550.02,41185.21,40498.59,41027.37,413.6540309
2021-01-10 07:00:00+00:00,41006.28,41175.1,40802.05,41052.47,145.38866556
2021-01-10 08:00:00+00:00,41092.02,41146.67,39000.0,40900.0,677.78486874
2021-01-10 09:00:00+00:00,40900.0,41135.85,40791.77,40844.41,225.67968725
2021-01-10 10:00:00+00:00,40815.23,40921.27,40050.0,40499.07,485.25126304
2021-01-10 11:00:00+00:00,40500.79,40500.79,38928.5,39225.27,1045.55807791
2021-01-10 12:00:00+00:00,39227.23,39825.18,38556.27,39623.51,794.13975062
2021-01-10 13:00:00+00:00,39605.6,40182.67,39503.57,39850.0,263.54119741
2021-01-10 14:00:00+00:00,39850.0,39917.15,39313.0,39471.42,342.31290455
2021-01-10 15:00:00+00:00,39491.56,39968.72,39136.86,39733.63,259.17836768
2021-01-10 16:00:00+00:00,39723.66,39799.19,39231.13,39280.08,189.9308567
2021-01-10 17:00:00+00:00,39271.75,39394.43,37193.73,38675.45,1913.3393422
2021-01-10 18:00:00+00:00,38597.42,38825.89,37702.39,38078.08,644.30515545
2021-01-10 19:00:00+00:00,38078.08,38541.4,37104.63,37352.23,757.94406169
2021-01-10 20:00:00+00:00,37357.88,37778.15,34322.07,37733.09,4095.43133058
2021-01-10 21:00:00+00:00,37740.19,38261.19,37507.29,38046.36,941.85566849
2021-01-10 22:00:00+00:00,38046.36,39068.28,37847.5,38453.04,806.80822985
2021-01-10 23:00:00+00:00,38456.29,38703.5,37959.81,38173.73,550.28649571
2021-01-11 00:00:00+00:00,38164.88,38261.39,36706.29,37173.64,978.17637495
2021-01-11 01:00:00+00:00,37190.55,37795.42,36706.29,37235.19,543.5861396
2021-01-11 02:00:00+00:00,37252.7,37392.67,36111.0,36345.99,757.01506473
2021-01-11 03:00:00+00:00,36304.27,36662.28,33447.0,35373.51,3061.36947319
2021-01-11 04:00:00+00:00,35363.34,35965.51,34280.93,35500.0,1595.31863943
2021-01-11 05:00:00+00:00,35490.08,35914.22,34467.0,34825.83,1056.71935931
2021-01-11 06:00:00+00:00,34799.87,34815.89,32440.98,32665.72,2238.1899618
2021-01-11 07:00:00+00:00,32667.32,34714.95,32330.01,34319.39,2258.24377848
2021-01-11 08:00:00+00:00,34323.09,35872.81,34042.65,35421.32,1478.1317167
2021-01-11 09:00:00+00:00,35400.01,35759.03,34819.58,35759.03,572.6209155
2021-01-11 10:00:00+00:00,35731.37,36386.15,35239.68,35354.44,1052.87024261
2021-01-11 11:00:00+00:00,35357.69,35451.63,34005.01,34082.5,962.42426889
2021-01-11 12:00:00+00:00,34142.65,35070.26,33270.0,34186.3,1438.06388346
2021-01-11 13:00:00+00:00,34185.79,34363.25,32675.25,32757.22,1684.16629583
2021-01-11 14:00:00+00:00,32757.22,33791.11,30699.78,33288.47,3680.02968271
2021-01-11 15:00:00+00:00,33260.05,33654.02,31332.1,31500.71,2076.87360436
2021-01-11 16:00:00+00:00,31500.0,32169.78,30261.13,31703.18,3748.3089017
2021-01-11 17:00:00+00:00,31709.11,33586.0,30626.23,32775.28,2869.9852945
2021-01-11 18:00:00+00:00,32784.59,33299.33,32420.95,32517.53,1235.77519371
2021-01-11 19:00:00+00:00,32545.83,32713.16,31182.16,32200.36,1666.46037066
2021-01-11 20:00:00+00:00,32199.33,33428.35,31407.34,33407.98,1785.05984446
2021-01-11 21:00:00+00:00,33391.87,34487.11,32991.58,33957.19,1925.37773894
2021-01-11 22:00:00+00:00,33957.29,34900.0,33669.76,34408.15,936.82906748
2021-01-11 23:00:00+00:00,34409.42,35650.0,34409.42,35455.58,1185.36844133
2021-01-12 00:00:00+00:00,35449.71,35547.83,34322.07,34925.98,1125.67729828
2021-01-12 01:00:00+00:00,35029.0,35450.0,33912.91,34280.55,763.2845717
2021-01-12 02:00:00+00:00,34300.0,34600.0,33710.26,34377.99,529.34209196
2021-01-12 03:00:00+00:00,34426.31,35011.07,34198.8,35001.04,432.71241507
2021-01-12 04:00:00+00:00,35004.23,35306.3,34532.3,35269.39,434.7328853
2021-01-12 05:00:00+00:00,35269.39,35900.0,34987.02,35900.0,524.17590657
2021-01-12 06:00:00+00:00,35900.0,36383.37,35756.0,36026.55,941.29357133
2021-01-12 07:00:00+00:00,36030.2,36639.23,35626.59,36459.42,882.07228776
2021-01-12 08:00:00+00:00,36459.72,36548.18,35623.9,35788.6,954.61452367
2021-01-12 09:00:00+00:00,35786.63,36149.1,35465.99,35896.59,622.60334464
2021-01-12 10:00:00+00:00,35904.95,36146.4,34747.43,35030.0,883.9230475
2021-01-12 11:00:00+00:00,35063.37,35879.34,35057.94,35373.19,923.81615564
2021-01-12 12:00:00+00:00,35391.97,35680.76,34861.36,35009.13,493.81029339
2021-01-12 13:00:00+00:00,35007.29,35396.76,33203.32,33208.21,1154.19027485
2021-01-12 14:00:00+00:00,33253.65,34034.5,32479.91,33398.99,1204.18569605
2021-01-12 15:00:00+00:00,33407.51,34280.93,33384.13,33842.48,1089.23876907
2021-01-12 16:00:00+00:00,33843.8,35000.0,33829.36,34980.02,611.30407245
2021-01-12 17:00:00+00:00,34980.02,35285.2,34528.49,34972.29,525.17477007
2021-01-12 18:00:00+00:00,34985.36,35494.17,34785.42,35022.26,521.51343408
2021-01-12 19:00:00+00:00,35036.9,35036.9,34135.69,34678.42,836.49920198
2021-01-12 20:00:00+00:00,34673.1,34673.1,33701.0,34278.42,967.11160549
2021-01-12 21:00:00+00:00,34278.09,34849.94,33791.11,34718.95,534.60886562
2021-01-12 22:00:00+00:00,34708.14,34987.02,33366.17,33730.72,675.00674971
2021-01-12 23:00:00+00:00,33720.49,34108.42,33268.37,34035.02,636.98261789
2021-01-13 00:00:00+00:00,34035.02,34041.65,32327.76,32442.75,1135.33043702
2021-01-13 01:00:00+00:00,32437.28,33188.67,32430.32,33086.78,833.53807381
2021-01-13 02:00:00+00:00,33096.49,33508.63,32531.19,32999.92,604.98397287
2021-01-13 03:00:00+00:00,32974.41,34338.79,32957.65,33789.25,1012.69015567
2021-01-13 04:00:00+00:00,33799.18,33912.88,33069.85,33134.63,337.54582848
2021-01-13 05:00:00+00:00,33152.06,33502.2,32800.0,33289.97,351.64131568
2021-01-13 06:00:00+00:00,33278.48,34190.93,33198.65,33755.81,356.45900602
2021-01-13 07:00:00+00:00,33773.56,35155.25,33673.65,34973.11,540.60157568
2021-01-13 08:00:00+00:00,34949.32,35026.64,34410.0,34500.0,435.33435018
2021-01-13 09:00:00+00:00,34503.96,35100.0,34195.93,34327.7,501.53904898
2021-01-13 10:00:00+00:00,34340.73,35029.0,34334.67,34920.99,372.67216065
2021-01-13 11:00:00+00:00,34892.21,35239.68,34250.0,34370.52,527.93169117
2021-01-13 12:00:00+00:00,34404.49,34478.58,34026.01,34238.5,433.59012762
2021-01-13 13:00:00+00:00,34221.0,34760.0,34045.94,34594.33,359.19036781
2021-01-13 14:00:00+00:00,34556.53,35071.03,34202.98,34229.18,647.77301597
2021-01-13 15:00:00+00:00,34260.43,34839.76,34157.82,34669.88,337.96348632
2021-01-13 16:00:00+00:00,34668.48,34928.86,34363.25,34766.5,249.8933651
2021-01-13 17:00:00+00:00,34770.0,34974.7,34603.68,34806.56,243.59508297
2021-01-13 18:00:00+00:00,34820.0,35900.0,34710.0,35705.0,763.04331331
2021-01-13 19:00:00+00:00,35698.57,36181.82,35579.41,35986.1,547.26050859
2021-01-13 20:00:00+00:00,36000.0,36475.28,35670.9,36214.85,893.82708689
2021-01-13 21:00:00+00:00,36220.17,37461.34,36107.47,37291.9,842.38356843
2021-01-13 22:00:00+00:00,37300.0,37800.0,36870.47,37217.49,1017.7431853
2021-01-13 23:00:00+00:00,37217.49,37597.36,37015.74,37393.49,315.85678809
2021-01-14 00:00:00+00:00,37393.49,38187.98,37393.49,37785.82,819.06960466
2021-01-14 01:00:00+00:00,37790.0,37800.0,37379.87,37456.69,267.21109662
2021-01-14 02:00:00+00:00,37456.69,37668.43,37062.29,37431.38,371.07090075
2021-01-14 03:00:00+00:00,37458.77,37495.68,37002.87,37055.95,229.26235852
2021-01-14 04:00:00+00:00,37061.41,37512.49,36717.23,37512.49,231.95322966
2021-01-14 05:00:00+00:00,37515.96,37823.49,37300.53,37560.77,352.42894054
2021-01-14 06:00:00+00:00,37578.96,38126.9,37459.61,37842.37,530.77988483
2021-01-14 07:00:00+00:00,37848.51,38589.08,37732.87,38224.48,605.52474487
2021-01-14 08:00:00+00:00,38224.48,38789.0,38210.35,38414.03,499.60070433
2021-01-14 09:00:00+00:00,38380.44,38479.44,37893.5,37947.13,354.49005189
2021-01-14 10:00:00+00:00,37976.74,38500.0,37889.54,38500.0,229.6103612
